data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,Trump,Pence,Rubio,Cotton,Cruz,Haley,Hawley,Trump_Jr,I_Trump,Pompeo,Noem,Carlson,Crenshaw,DeSantis,RickScott,TimScott,Ramaswamy,Christie,Elder
1,1712083404,2024,4,3,2,43,24,PST,954593,0.9346,0.0006,0.0005,0.0005,0.0005,0.0122,0.0005,0.001,0.0005,0.0005,0.0005,0.001,0.0005,0.0092,0.0005,0.0005,0.0025,0.0006,0.0005
1,1712083446,2024,4,3,2,44,6,PST,954593,0.9346,0.0006,0.0005,0.0005,0.0005,0.0122,0.0005,0.001,0.0005,0.0005,0.0005,0.001,0.0005,0.0092,0.0005,0.0005,0.0025,0.0006,0.0005
