data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,Trump,Pence,Rubio,Cotton,Cruz,Haley,Hawley,Trump_Jr,I_Trump,Pompeo,Noem,Carlson,Crenshaw,DeSantis,RickScott,TimScott,Ramaswamy,Christie,Elder
1,1712083446,2024,4,3,2,44,6,PST,2657415,0.93,,,,,0.005,,,,,,,,0.005,,,0.0,,
