data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,Trump,Pence,Rubio,Cotton,Cruz,Haley,Hawley,Trump_Jr,I_Trump,Pompeo,Noem,Carlson,Crenshaw,DeSantis,RickScott,TimScott,Ramaswamy,Christie,Elder
1,1712083446,2024,4,3,2,44,6,PST,11492723,0.9288,0.0041,0.0027,0.0005,0.0005,0.0105,0.0005,0.0013,0.0023,0.0059,0.0006,0.0011,0.0005,0.0078,0.0005,0.0007,0.0022,0.0008,0.0005
