data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,0-49,50-99,100-149,150-199 ,200-249 ,250-299 ,300-349 ,350-399 ,400 or more
1,1716485601,2024,5,24,1,33,21,PST,83899,0.0539,0.2198,0.2815,0.2416,0.1363,0.0356,0.015,0.0154,0.001
