data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,Harris,Biden,Trump,Pence,Sanders,Rubio,Cuomo,Cotton,Cruz,Haley,Cortez,Hawley,Trump_Jr,I_Trump,Obama,Warren,Pompeo,DeSantis,Buttigieg,Carlson,Noem,Newsom,Ramaswamy,Kennedy,Christie
1,1712082297,2024,4,3,2,24,57,PST,82021128,0.005,0.41,0.48,,0.0,,,,,0.0,0.0,,,,0.01,0.0,,0.005,,,,0.005,0.0,0.04,0.0
