data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,Harris,Biden,Trump,Pence,Sanders,Rubio,Cuomo,Cotton,Cruz,Haley,Cortez,Hawley,Trump_Jr,I_Trump,Obama,Warren,Pompeo,DeSantis,Buttigieg,Carlson,Noem,Newsom,Ramaswamy,Kennedy,Christie
1,1712082297,2024,4,3,2,24,57,PST,102001241,0.0081,0.4089,0.4732,0.0005,0.0001,0.0005,0.0005,0.0005,0.0005,0.0025,0.0001,0.0005,0.0004,0.0005,0.0126,0.0004,0.0005,0.0047,0.0004,0.0005,0.0011,0.0079,0.0007,0.0386,0.0001
