data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,Harris,Biden,Trump,Pence,Sanders,Rubio,Cuomo,Cotton,Cruz,Haley,Cortez,Hawley,Trump_Jr,I_Trump,Obama,Warren,Pompeo,DeSantis,Buttigieg,Carlson,Noem,Newsom,Ramaswamy,Kennedy,Christie
1,1712082297,2024,4,3,2,24,57,PST,102001241,0.0164,0.4112,0.4584,0.0005,0.0003,0.0005,0.0005,0.0005,0.0005,0.0086,0.0004,0.0005,0.0003,0.0005,0.0192,0.0014,0.0005,0.0035,0.0003,0.0005,0.0011,0.0133,0.0019,0.0335,0.0004
