data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,Trump,Pence,Rubio,Cotton,Cruz,Haley,Hawley,Trump_Jr,I_Trump,Pompeo,Noem,Carlson,Crenshaw,DeSantis,RickScott,TimScott,Ramaswamy,Christie,Elder
1,1712083446,2024,4,3,2,44,6,PST,11492723,0.9247,0.0069,0.0045,0.0005,0.0005,0.0119,0.0005,0.0014,0.0038,0.0102,0.0006,0.0012,0.0005,0.0083,0.0005,0.0008,0.0031,0.001,0.0005
