data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,Harris,Biden,Trump,Pence,Sanders,Rubio,Cuomo,Cotton,Cruz,Haley,Cortez,Hawley,Trump_Jr,I_Trump,Obama,Warren,Pompeo,DeSantis,Buttigieg,Carlson,Noem,Newsom,Ramaswamy,Kennedy,Christie
1,1712082297,2024,4,3,2,24,57,PST,17186807,0.0204,0.4016,0.4445,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0125,0.0005,0.0005,0.0005,0.0005,0.0233,0.0023,0.0005,0.0037,0.0005,0.0005,0.0011,0.0209,0.0037,0.0339,0.0005
