data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,Harris,Biden,Trump,Pence,Sanders,Rubio,Cuomo,Cotton,Cruz,Haley,Cortez,Hawley,Trump_Jr,I_Trump,Obama,Warren,Pompeo,DeSantis,Buttigieg,Carlson,Noem,Newsom,Ramaswamy,Kennedy,Christie
1,1712082297,2024,4,3,2,24,57,PST,2793306,0.0239,0.4221,0.4506,0.0005,0.0005,0.0005,0.0006,0.0005,0.0005,0.0134,0.0006,0.0005,0.0001,0.0005,0.0243,0.0019,0.0005,0.0017,0.0001,0.0006,0.001,0.0139,0.0021,0.0265,0.0006
