data_counter,unix_time,year,month,day,hour,minute,second,timezone,volume,149 or less,150-199,200-249,250-299,300-349,350-399,400-449,450-499,500 or more
1,1716485607,2024,5,24,1,33,27,PST,648,0.0025,0.0025,0.0177,0.0056,0.1541,0.1761,0.4179,0.085,0.1387
